,Country,Date,Hemisphere,MonthOrder
1537,BRAZIL,Jul,South,6.0
1538,USA,Jul,North,6.0
1539,USA,Jun,North,6.0
1540,USA,Jun,North,6.0
1541,USA,Jun,North,6.0
1542,USA,Jun,North,6.0
1543,USA,Jun,North,6.0
1544,USA,Jun,North,5.0
1545,USA,Jun,North,5.0
1546,USA,Jun,North,5.0
1547,USA,Jun,North,5.0
1548,USA,May,North,5.0
1549,PHILIPPINES,May,North,5.0
1550,BRAZIL,May,South,4.0
1551,BRAZIL,May,South,4.0
1552,BRAZIL,May,South,4.0
1553,BRAZIL,May,South,4.0
1554,USA,Apr,North,4.0
1555,USA,Apr,North,4.0
1556,USA,Apr,North,4.0
1557,USA,Apr,North,4.0
1558,USA,Apr,North,4.0
1559,USA,Apr,North,4.0
1560,USA,Apr,North,4.0
1561,USA,Apr,North,4.0
1562,VENEZUELA,Apr,North,4.0
1563,USA,Apr,North,4.0
1564,USA,Apr,North,4.0
1565,USA,Apr,North,3.0
1566,NEW ZEALAND,Apr,South,2.0
1567,AUSTRALIA,Apr,South,2.0
1568,USA,Apr,North,2.0
1569,AUSTRALIA,Mar,South,2.0
1570,AUSTRALIA,Feb,South,2.0
1571,SOUTH AFRICA,Feb,South,1.0
1572,COSTA RICA,Feb,North,1.0
1573,AUSTRALIA,Feb,South,1.0
1574,AUSTRALIA,Feb,South,12.0
1575,SOUTH AFRICA,Jan,South,12.0
1576,AUSTRALIA,Jan,South,12.0
1577,AUSTRALIA,Jan,South,12.0
1578,AUSTRALIA,Dec,South,12.0
1579,BRAZIL,Dec,South,12.0
1580,MICRONESIA,Dec,South,11.0
1581,USA,Dec,North,11.0
1582,USA,Dec,North,11.0
1583,TURKS & CAICOS,Dec,North,11.0
1584,USA,Nov,North,11.0
1585,USA,Nov,North,11.0
1586,FRENCH POLYNESIA,Nov,South,11.0
1587,USA,Nov,North,10.0
1588,BRAZIL,Nov,South,10.0
1589,USA,Nov,North,10.0
1590,USA,Nov,North,10.0
1591,USA,Oct,North,10.0
1592,USA,Oct,North,10.0
1593,USA,Oct,North,9.0
1594,USA,Oct,North,9.0
1595,USA,Oct,North,9.0
1596,USA,Oct,North,9.0
1597,TONGA,Sep,South,9.0
1598,USA,Sep,North,9.0
1599,USA,Sep,North,9.0
1600,BRAZIL,Sep,South,9.0
1601,USA,Sep,North,9.0
1602,SOUTH AFRICA,Sep,South,9.0
1603,USA,Sep,North,9.0
1604,USA,Sep,North,9.0
1605,USA,Sep,North,8.0
1606,USA,Sep,North,8.0
1607,USA,Sep,North,8.0
1608,USA,Sep,North,8.0
1609,USA,Aug,North,8.0
1610,UNITED KINGDOM,Aug,North,8.0
1611,USA,Aug,North,8.0
1612,USA,Aug,North,7.0
1613,USA,Aug,North,7.0
1614,USA,Aug,North,7.0
1615,USA,Aug,North,7.0
1616,BRAZIL,Jul,South,7.0
1617,USA,Jul,North,7.0
1618,AUSTRALIA,Jul,South,6.0
1619,USA,Jul,North,6.0
1620,INDONESIA,Jul,South,6.0
1621,PAPUA NEW GUINEA,Jul,South,6.0
1622,PAPUA NEW GUINEA,Jun,South,6.0
1623,USA,Jun,North,6.0
1624,USA,Jun,North,6.0
1625,USA,Jun,North,6.0
1626,USA,Jun,North,6.0
1627,SOUTH AFRICA,Jun,South,6.0
1628,USA,Jun,North,5.0
1629,USA,Jun,North,5.0
1630,USA,Jun,North,5.0
1631,USA,Jun,North,5.0
1632,COSTA RICA,May,North,5.0
1633,PAPUA NEW GUINEA,May,South,5.0
1634,USA,May,North,5.0
1635,BRAZIL,May,South,5.0
1636,AUSTRALIA,May,South,5.0
1637,AUSTRALIA,May,South,4.0
1638,AUSTRALIA,May,South,4.0
1639,USA,May,North,4.0
1640,USA,May,North,4.0
1641,AUSTRALIA,Apr,South,4.0
1642,BAHAMAS,Apr,North,4.0
1643,USA,Apr,North,4.0
1644,USA,Apr,North,4.0
1645,USA,Apr,North,3.0
1646,USA,Apr,North,3.0
1647,BRAZIL,Apr,South,3.0
1648,USA,Apr,North,3.0
1649,USA,Mar,North,3.0
1650,USA,Mar,North,3.0
1651,NEW CALEDONIA,Mar,South,3.0
1652,TURKS & CAICOS,Mar,North,2.0
1653,AUSTRALIA,Mar,South,2.0
1654,FIJI,Mar,South,2.0
1655,AUSTRALIA,Mar,South,2.0
1656,AUSTRALIA,Feb,South,1.0
1657,AUSTRALIA,Feb,South,1.0
1658,SOUTH AFRICA,Feb,South,1.0
1659,BRAZIL,Feb,South,1.0
1660,SOUTH AFRICA,Jan,South,1.0
1661,USA,Jan,North,1.0
1662,AUSTRALIA,Jan,South,12.0
1663,AUSTRALIA,Jan,South,11.0
1664,USA,Jan,North,11.0
1665,AUSTRALIA,Jan,South,11.0
1666,SOUTH AFRICA,Dec,South,10.0
1667,AUSTRALIA,Nov,South,10.0
1668,MEXICO,Nov,North,9.0
1669,AUSTRALIA,Nov,South,9.0
1670,USA,Oct,North,9.0
1671,USA,Oct,North,9.0
1672,USA,Sep,North,9.0
1673,USA,Sep,North,9.0
1674,USA,Sep,North,9.0
1675,UNITED KINGDOM,Sep,North,9.0
1676,USA,Sep,North,9.0
1677,USA,Sep,North,9.0
1678,USA,Sep,North,9.0
1679,USA,Sep,North,9.0
1680,USA,Sep,North,9.0
1681,USA,Sep,North,9.0
1682,USA,Sep,North,9.0
1683,BAHAMAS,Sep,North,8.0
1684,USA,Sep,North,8.0
1685,USA,Sep,North,8.0
1686,USA,Sep,North,8.0
1687,USA,Aug,North,8.0
1688,USA,Aug,North,8.0
1689,USA,Aug,North,8.0
1690,USA,Aug,North,8.0
1691,USA,Aug,North,8.0
1692,USA,Aug,North,8.0
1693,USA,Aug,North,8.0
1694,USA,Aug,North,8.0
1695,USA,Aug,North,8.0
1696,BAHAMAS,Aug,North,8.0
1697,THAILAND,Aug,North,8.0
1698,USA,Aug,North,8.0
1699,BAHAMAS,Aug,North,8.0
1700,ITALY,Aug,North,8.0
1701,USA,Aug,North,7.0
1702,USA,Aug,North,7.0
1703,USA,Aug,North,7.0
1704,USA,Aug,North,7.0
1705,USA,Jul,North,7.0
1706,USA,Jul,North,7.0
1707,MEXICO,Jul,North,7.0
1708,USA,Jul,North,7.0
1709,USA,Jul,North,7.0
1710,USA,Jul,North,7.0
1711,USA,Jul,North,6.0
1712,USA,Jul,North,6.0
1713,AUSTRALIA,Jul,South,6.0
1714,USA,Jul,North,6.0
1715,USA,Jun,North,5.0
1716,USA,Jun,North,5.0
1717,USA,Jun,North,5.0
1718,PHILIPPINES,Jun,North,5.0
1719,MADAGASCAR,May,South,5.0
1720,SOUTH AFRICA,May,South,5.0
1721,AUSTRALIA,May,South,5.0
1722,USA,May,North,5.0
1723,FIJI,May,South,5.0
1724,USA,May,North,4.0
1725,USA,May,North,4.0
1726,USA,May,North,4.0
1727,USA,May,North,4.0
1728,USA,Apr,North,4.0
1729,USA,Apr,North,4.0
1730,USA,Apr,North,4.0
1731,USA,Apr,North,4.0
1732,USA,Apr,North,4.0
1733,USA,Apr,North,4.0
1734,USA,Apr,North,4.0
1735,USA,Apr,North,4.0
1736,SOUTH AFRICA,Apr,South,4.0
1737,AUSTRALIA,Apr,South,4.0
1738,USA,Apr,North,4.0
1739,AUSTRALIA,Apr,South,4.0
1740,USA,Apr,North,3.0
1741,USA,Apr,North,3.0
1742,BRAZIL,Apr,South,3.0
1744,CARIBBEAN SEA,Apr,North,3.0
1745,AUSTRALIA,Mar,South,2.0
1746,MALAYSIA,Mar,North,2.0
1747,AUSTRALIA,Mar,South,2.0
1748,AUSTRALIA,Mar,South,1.0
1749,CUBA,Mar,North,1.0
1750,AUSTRALIA,Feb,South,1.0
1751,USA,Feb,North,1.0
1752,NEW ZEALAND,Feb,South,1.0
1753,AUSTRALIA,Jan,South,12.0
1754,FIJI,Jan,South,12.0
1755,AUSTRALIA,Jan,South,12.0
1756,CANADA,Jan,North,12.0
1757,AUSTRALIA,Jan,South,12.0
1758,NEW ZEALAND,Dec,South,12.0
1759,AUSTRALIA,Dec,South,11.0
1760,AUSTRALIA,Dec,South,11.0
1761,USA,Dec,North,11.0
1762,USA,Dec,North,11.0
1763,AUSTRALIA,Dec,South,11.0
1764,AUSTRALIA,Nov,South,11.0
1765,USA,Nov,North,11.0
1766,AUSTRALIA,Nov,South,10.0
1767,USA,Nov,North,10.0
1768,USA,Nov,North,10.0
1769,USA,Nov,North,10.0
1770,USA,Nov,North,10.0
1771,USA,Oct,North,10.0
1772,USA,Oct,North,10.0
1773,USA,Oct,North,10.0
1774,USA,Oct,North,9.0
1775,AUSTRALIA,Oct,South,9.0
1776,AUSTRALIA,Oct,South,9.0
1777,AUSTRALIA,Oct,South,9.0
1778,OKINAWA,Oct,North,9.0
1779,USA,Sep,North,9.0
1780,USA,Sep,North,9.0
1781,USA,Sep,North,9.0
1782,USA,Sep,North,9.0
1783,USA,Sep,North,9.0
1784,SOUTH AFRICA,Sep,South,9.0
1785,TANZANIA,Sep,South,9.0
1786,USA,Sep,North,9.0
1787,REUNION,Sep,South,9.0
1788,TANZANIA,Sep,South,9.0
1789,USA,Sep,North,8.0
1790,USA,Sep,North,8.0
1791,USA,Sep,North,8.0
1792,USA,Sep,North,8.0
1793,USA,Sep,North,8.0
1794,USA,Aug,North,8.0
1795,USA,Aug,North,8.0
1796,USA,Aug,North,8.0
1797,USA,Aug,North,8.0
1798,TANZANIA,Aug,South,8.0
1799,USA,Aug,North,7.0
1800,USA,Aug,North,7.0
1801,USA,Aug,North,7.0
1802,USA,Aug,North,7.0
1803,SOUTH AFRICA,Aug,South,7.0
1804,SOUTH AFRICA,Jul,South,7.0
1805,SOUTH AFRICA,Jul,South,7.0
1806,TONGA,Jul,South,7.0
1807,USA,Jul,North,7.0
1808,USA,Jul,North,7.0
1809,USA,Jul,North,7.0
1810,USA,Jul,North,7.0
1811,USA,Jul,North,7.0
1812,USA,Jul,North,7.0
1813,USA,Jul,North,7.0
1814,USA,Jul,North,7.0
1815,TANZANIA,Jul,South,7.0
1816,PAPUA NEW GUINEA,Jul,South,6.0
1817,NEW ZEALAND,Jul,South,6.0
1818,USA,Jul,North,6.0
1819,USA,Jul,North,6.0
1820,USA,Jul,North,6.0
1821,USA,Jun,North,6.0
1822,USA,Jun,North,6.0
1823,USA,Jun,North,6.0
1824,TANZANIA,Jun,South,6.0
1825,NEW CALEDONIA,Jun,South,5.0
1826,AUSTRALIA,Jun,South,5.0
1827,PAPUA NEW GUINEA,Jun,South,5.0
1828,PAPUA NEW GUINEA,Jun,South,5.0
1829,USA,Jun,North,4.0
1830,USA,May,North,4.0
1831,USA,May,North,3.0
1832,AUSTRALIA,May,South,3.0
1833,USA,May,North,3.0
1834,USA,Apr,North,3.0
1835,NEW CALEDONIA,Apr,South,3.0
1836,AUSTRALIA,Mar,South,3.0
1837,AUSTRALIA,Mar,South,3.0
1838,AUSTRALIA,Mar,South,3.0
1839,NEW ZEALAND,Mar,South,3.0
1840,AUSTRALIA,Mar,South,3.0
1841,USA,Mar,North,3.0
1842,USA,Mar,North,2.0
1843,SOUTH AFRICA,Mar,South,2.0
1844,ENGLAND,Mar,North,2.0
1845,NEW ZEALAND,Mar,South,2.0
1846,AUSTRALIA,Mar,South,2.0
1847,REUNION,Feb,South,1.0
1848,THAILAND,Feb,North,1.0
1849,NEW ZEALAND,Feb,South,12.0
1850,NEW ZEALAND,Feb,South,12.0
1851,NEW ZEALAND,Feb,South,12.0
1852,BRAZIL,Jan,South,12.0
1853,USA,Jan,North,12.0
1855,USA,Dec,North,12.0
1856,USA,Dec,North,11.0
1857,USA,Dec,North,11.0
1858,USA,Dec,North,11.0
1859,SOUTH AFRICA,Dec,South,11.0
1860,BRAZIL,Dec,South,11.0
1861,MARSHALL ISLANDS,Dec,Both hemispheres,11.0
1862,MARSHALL ISLANDS,Nov,Both hemispheres,11.0
1863,USA,Nov,North,10.0
1864,USA,Nov,North,10.0
1865,USA,Nov,North,10.0
1866,USA,Nov,North,10.0
1867,USA,Nov,North,9.0
1868,ITALY,Nov,North,9.0
1869,USA,Oct,North,9.0
1870,USA,Oct,North,9.0
1871,USA,Oct,North,9.0
1872,USA,Oct,North,9.0
1873,USA,Sep,North,9.0
1874,USA,Sep,North,8.0
1875,USA,Sep,North,8.0
1876,MARSHALL ISLANDS,Sep,Both hemispheres,8.0
1877,USA,Sep,North,8.0
1878,USA,Sep,North,8.0
1879,USA,Sep,North,8.0
1880,BAHAMAS,Aug,North,8.0
1881,SOUTH AFRICA,Aug,South,7.0
1882,USA,Aug,North,7.0
1883,USA,Aug,North,7.0
1884,SOUTH AFRICA,Aug,South,7.0
1885,USA,Aug,North,7.0
1886,USA,Aug,North,7.0
1887,SOUTH AFRICA,Jul,South,7.0
1888,USA,Jul,North,6.0
1889,USA,Jul,North,6.0
1890,USA,Jul,North,6.0
1891,USA,Jul,North,6.0
1892,AUSTRALIA,Jul,South,5.0
1893,BRAZIL,Jul,South,5.0
1894,MAURITIUS,Jun,South,4.0
1895,REUNION,Jun,South,4.0
1896,USA,Jun,North,4.0
1897,NEW ZEALAND,Jun,South,3.0
1898,BRAZIL,May,South,3.0
1899,USA,May,North,3.0
1900,NEW CALEDONIA,Apr,South,3.0
1901,NEW ZEALAND,Apr,South,3.0
1902,USA,Apr,North,3.0
1903,USA,Mar,North,3.0
1904,USA,Mar,North,2.0
1905,AUSTRALIA,Mar,South,2.0
1906,USA,Mar,North,2.0
1907,MAURITIUS,Mar,South,1.0
1908,SOUTH AFRICA,Mar,South,1.0
1909,NEW ZEALAND,Mar,South,1.0
1910,AUSTRALIA,Feb,South,1.0
1911,REUNION,Feb,South,1.0
1912,USA,Feb,North,12.0
1913,AUSTRALIA,Jan,South,12.0
1914,SOUTH AFRICA,Jan,South,12.0
1915,SOUTH AFRICA,Jan,South,12.0
1916,AUSTRALIA,Jan,South,12.0
1917,USA,Jan,North,11.0
1920,USA,Dec,North,11.0
1921,JAPAN,Dec,North,11.0
1922,BRAZIL,Dec,South,11.0
1923,USA,Dec,North,10.0
1924,SOUTH AFRICA,Dec,South,10.0
1925,USA,Nov,North,10.0
1926,BRAZIL,Nov,South,10.0
1927,REUNION,Nov,South,10.0
1928,USA,Nov,North,10.0
1929,USA,Nov,North,9.0
1930,USA,Nov,North,9.0
1931,SOUTH AFRICA,Oct,South,9.0
1932,USA,Oct,North,9.0
1933,SENEGAL,Oct,North,9.0
1934,USA,Oct,North,8.0
1935,ITALY,Oct,North,8.0
1936,USA,Oct,North,8.0
1937,USA,Sep,North,8.0
1938,BAHAMAS,Sep,North,8.0
1939,USA,Sep,North,8.0
1940,SOUTH AFRICA,Sep,South,8.0
1941,SOUTH AFRICA,Sep,South,8.0
1942,SOUTH AFRICA,Aug,South,8.0
1943,BRAZIL,Aug,South,7.0
1944,USA,Aug,North,7.0
1945,SOUTH AFRICA,Aug,South,7.0
1946,SOUTH AFRICA,Aug,South,7.0
1947,SOUTH AFRICA,Aug,South,7.0
1948,AUSTRALIA,Aug,South,6.0
1949,SOUTH AFRICA,Aug,South,6.0
1950,USA,Aug,North,6.0
1951,SOUTH AFRICA,Jul,South,6.0
1952,SOUTH AFRICA,Jul,South,5.0
1953,SOUTH AFRICA,Jul,South,5.0
1954,SOUTH AFRICA,Jul,South,5.0
1955,USA,Jul,North,5.0
1956,USA,Jun,North,5.0
1957,USA,Jun,North,5.0
1958,SOUTH AFRICA,Jun,South,5.0
1959,MOZAMBIQUE,Jun,South,4.0
1960,USA,May,North,4.0
1961,USA,May,North,4.0
1962,BRAZIL,May,South,4.0
1963,NEW CALEDONIA,May,South,4.0
1964,USA,May,North,3.0
1965,SOUTH AFRICA,May,South,3.0
1966,USA,May,North,3.0
1967,USA,Apr,North,2.0
1968,AUSTRALIA,Apr,South,1.0
1969,NEW CALEDONIA,Apr,South,1.0
1970,REUNION,Apr,South,1.0
1971,SOUTH AFRICA,Apr,South,1.0
1972,AUSTRALIA,Mar,South,1.0
1973,MOZAMBIQUE,Mar,South,1.0
1974,SOUTH AFRICA,Mar,South,12.0
1975,SOUTH AFRICA,Feb,South,12.0
1976,USA,Jan,North,12.0
1977,USA,Jan,North,12.0
1978,AUSTRALIA,Jan,South,11.0
1979,USA,Jan,North,11.0
1980,AUSTRALIA,Jan,South,11.0
1981,AUSTRALIA,Jan,South,10.0
1985,SOUTH AFRICA,Dec,South,10.0
1986,USA,Dec,North,10.0
1987,BRAZIL,Dec,South,9.0
1988,USA,Dec,North,9.0
1989,USA,Nov,North,9.0
1990,USA,Nov,North,9.0
1991,USA,Nov,North,8.0
1992,USA,Oct,North,8.0
1993,USA,Oct,North,8.0
1994,MEXICO,Oct,North,8.0
1995,MEXICO,Oct,North,8.0
1996,USA,Oct,North,8.0
1997,EGYPT,Oct,North,8.0
1998,EGYPT,Sep,North,8.0
1999,USA,Sep,North,8.0
2000,USA,Sep,North,8.0
2001,USA,Sep,North,8.0
2002,USA,Aug,North,8.0
2003,USA,Aug,North,8.0
2004,USA,Aug,North,8.0
2005,AUSTRALIA,Aug,South,7.0
2006,SOUTH AFRICA,Aug,South,7.0
2007,BRAZIL,Aug,South,7.0
2008,USA,Aug,North,7.0
2009,OKINAWA,Aug,North,7.0
2010,BRAZIL,Aug,South,7.0
2011,USA,Aug,North,6.0
2012,FIJI,Aug,South,6.0
2013,USA,Aug,North,6.0
2014,BRAZIL,Aug,South,6.0
2015,USA,Aug,North,6.0
2016,USA,Jul,North,5.0
2017,USA,Jul,North,5.0
2018,USA,Jul,North,5.0
2019,BAHAMAS,Jul,North,5.0
2020,BAHAMAS,Jul,North,5.0
2021,BRAZIL,Jul,South,4.0
2022,AUSTRALIA,Jun,South,2.0
2023,AUSTRALIA,Jun,South,2.0
2024,USA,Jun,North,2.0
2025,REUNION,Jun,South,2.0
2026,AUSTRALIA,Jun,South,2.0
2027,AUSTRALIA,May,South,1.0
2028,AUSTRALIA,May,South,1.0
2029,REUNION,May,South,1.0
2030,AUSTRALIA,May,South,1.0
2031,AUSTRALIA,May,South,12.0
2032,SOUTH AFRICA,Apr,South,12.0
2033,NEW CALEDONIA,Feb,South,12.0
2034,NEW CALEDONIA,Feb,South,12.0
2035,USA,Feb,North,11.0
2036,USA,Feb,North,11.0
2037,BRAZIL,Feb,South,10.0
2038,BRAZIL,Jan,South,10.0
2039,OKINAWA,Jan,North,10.0
2040,USA,Jan,North,10.0
2041,USA,Jan,North,10.0
2042,USA,Dec,North,10.0
2043,BRAZIL,Dec,South,10.0
2044,USA,Dec,North,9.0
2045,NEW ZEALAND,Dec,South,9.0
2046,USA,Nov,North,9.0
2047,USA,Nov,North,9.0
2048,USA,Oct,North,9.0
2049,USA,Oct,North,9.0
2050,SOUTH AFRICA,Oct,South,9.0
2051,USA,Oct,North,8.0
2052,USA,Oct,North,8.0
2053,USA,Oct,North,8.0
2054,USA,Oct,North,7.0
2055,OKINAWA,Sep,North,7.0
2056,EGYPT ,Sep,Both hemispheres,7.0
2057,USA,Sep,North,7.0
2058,USA,Sep,North,7.0
2059,USA,Sep,North,7.0
2060,USA,Sep,North,7.0
2061,USA,Sep,North,7.0
2062,BAHAMAS,Aug,North,7.0
2063,USA,Aug,North,6.0
2064,AUSTRALIA,Aug,South,6.0
2065,SOUTH AFRICA,Jul,South,6.0
2066,SOUTH AFRICA,Jul,South,5.0
2067,AUSTRALIA,Jul,South,5.0
2068,USA,Jul,North,5.0
2069,SOUTH KOREA,Jul,Both hemispheres,5.0
2070,USA,Jul,North,5.0
2071,USA,Jul,North,4.0
2072,AUSTRALIA,Jul,South,4.0
2073,AUSTRALIA,Jul,South,4.0
2074,BRAZIL,Jun,South,4.0
2075,AUSTRALIA,Jun,South,3.0
2076,AUSTRALIA,Jun,South,3.0
2077,AUSTRALIA,May,South,2.0
2078,USA,May,North,2.0
2079,PAPUA NEW GUINEA,May,South,2.0
2080,PAPUA NEW GUINEA,May,South,2.0
2081,PAPUA NEW GUINEA,May,South,2.0
2082,DOMINICAN REPUBLIC,Apr,North,2.0
2083,AUSTRALIA,Apr,South,2.0
2084,USA,Apr,North,1.0
2085,AUSTRALIA,Apr,South,1.0
2086,USA,Mar,North,1.0
2087,AUSTRALIA,Mar,South,1.0
2088,AUSTRALIA,Feb,South,1.0
2089,REUNION,Feb,South,1.0
2090,USA,Feb,North,12.0
2091,NEW ZEALAND,Feb,South,11.0
2092,USA,Feb,North,11.0
2093,NORTHERN ARABIAN SEA,Feb,Both hemispheres,11.0
2094,AUSTRALIA,Feb,South,11.0
2095,USA,Jan,North,10.0
2096,USA,Jan,North,10.0
2097,AUSTRALIA,Jan,South,10.0
2098,USA,Jan,North,10.0
2099,USA,Jan,North,9.0
2100,USA,Jan,North,9.0
2103,USA,Dec,North,9.0
2104,REUNION,Nov,South,9.0
2105,USA,Nov,North,9.0
2106,AUSTRALIA,Nov,South,9.0
2107,USA,Nov,North,9.0
2108,USA,Oct,North,9.0
2109,USA,Oct,North,8.0
2110,USA,Oct,North,8.0
2111,BRAZIL,Oct,South,8.0
2112,USA,Sep,North,8.0
2113,USA,Sep,North,8.0
2114,USA,Sep,North,8.0
2115,USA,Sep,North,8.0
2116,USA,Sep,North,8.0
2117,USA,Sep,North,8.0
2118,TONGA,Sep,South,8.0
2119,USA,Sep,North,8.0
2120,USA,Sep,North,8.0
2121,USA,Sep,North,8.0
2122,USA,Aug,North,8.0
2123,USA,Aug,North,8.0
2124,TONGA,Aug,South,8.0
2125,USA,Aug,North,8.0
2126,USA,Aug,North,7.0
2127,USA,Aug,North,7.0
2128,USA,Aug,North,7.0
2129,USA,Aug,North,7.0
2130,USA,Aug,North,7.0
2131,USA,Aug,North,7.0
2132,USA,Aug,North,7.0
2133,SOUTH AFRICA,Aug,South,11.0
2134,BRAZIL,Aug,South,7.0
2135,USA,Aug,North,7.0
2136,USA,Aug,North,7.0
2137,USA,Aug,North,7.0
2138,USA,Aug,North,6.0
2139,USA,Jul,North,6.0
2140,USA,Jul,North,6.0
2141,USA,Jul,North,6.0
2142,USA,Jul,North,6.0
2143,USA,Jul,North,6.0
2144,USA,Jul,North,6.0
2145,HONG KONG,Jul,South,6.0
2146,HONG KONG,Nov,South,6.0
2147,HONG KONG,Jul,South,5.0
2148,USA,Jul,North,5.0
2149,FIJI,Jul,South,5.0
2150,AUSTRALIA,Jul,South,5.0
2151,SOUTH KOREA,Jun,Both hemispheres,5.0
2152,USA,Jun,North,4.0
2153,USA,Jun,North,4.0
2154,AUSTRALIA,Jun,South,4.0
2155,JAPAN,Jun,North,4.0
2156,AUSTRALIA,Jun,South,3.0
2157,AUSTRALIA,Jun,South,3.0
2158,BRAZIL,Jun,South,3.0
2159,SOUTH AFRICA,Jun,South,2.0
2160,VENEZUELA,May,North,2.0
2161,SOUTH AFRICA,May,South,1.0
2162,BRAZIL,May,South,1.0
2163,SOUTH AFRICA,May,South,12.0
2164,USA,May,North,12.0
2165,BRAZIL,Apr,South,12.0
2166,BRAZIL,Apr,South,12.0
2167,VANUATU,Apr,South,12.0
2168,AUSTRALIA,Apr,South,12.0
2169,USA,Mar,North,12.0
2170,BRAZIL,Mar,South,12.0
2171,SOUTH AFRICA,Mar,South,11.0
2172,USA,Feb,North,11.0
2173,USA,Feb,North,11.0
2174,BRAZIL,Jan,South,10.0
2175,BRAZIL,Jan,South,10.0
2180,USA,Dec,North,9.0
2181,USA,Dec,North,9.0
2182,JAPAN,Dec,North,8.0
2183,BRAZIL,Dec,South,7.0
2184,BRAZIL,Dec,South,7.0
2185,REUNION,Dec,South,7.0
2186,SOUTH AFRICA,Dec,South,7.0
2187,SOUTH AFRICA,Dec,South,7.0
2188,BRAZIL,Nov,South,7.0
2189,USA,Nov,North,7.0
2190,BAHAMAS,Nov,North,6.0
2191,USA,Oct,North,5.0
2192,USA,Oct,North,5.0
2193,USA,Oct,North,5.0
2194,USA,Oct,North,5.0
2195,USA,Sep,North,5.0
2196,USA,Sep,North,5.0
2197,USA,Sep,North,4.0
2198,REUNION,Sep,South,4.0
2199,BAHAMAS,Aug,North,4.0
2200,USA,Jul,North,4.0
2201,SOUTH AFRICA,Jul,South,4.0
2202,CHILE,Jul,South,3.0
2203,CHILE,Jul,South,3.0
2204,USA,Jul,North,3.0
2205,BRAZIL,Jul,South,3.0
2206,SOUTH AFRICA,Jul,South,2.0
2207,USA,Jun,North,2.0
2208,USA,May,North,2.0
2209,SOUTH AFRICA,May,South,2.0
2210,NEW CALEDONIA,May,South,2.0
2211,BRAZIL,May,South,1.0
2212,USA,May,North,1.0
2213,SOUTH AFRICA,May,South,1.0
2214,AUSTRALIA,Apr,South,1.0
2215,AUSTRALIA,Apr,South,1.0
2216,SOUTH AFRICA,Apr,South,1.0
2217,USA,Apr,North,12.0
2218,USA,Apr,North,11.0
2219,AUSTRALIA,Mar,South,11.0
2220,USA,Mar,North,11.0
2221,SOMALIA,Mar,North,11.0
2222,USA,Mar,North,10.0
2223,USA,Feb,North,10.0
2224,USA,Feb,North,10.0
2225,USA,Feb,North,10.0
2226,SOMALIA,Feb,North,9.0
2227,SOUTH AFRICA,Feb,South,9.0
2228,EL SALVADOR,Jan,North,9.0
2229,EL SALVADOR,Jan,North,9.0
2230,USA,Jan,North,9.0
2231,USA,Jan,North,9.0
2232,SPAIN,Jan,North,9.0
2233,BAHAMAS,Jan,North,8.0
2236,USA,Dec,North,8.0
2237,USA,Nov,North,8.0
2238,AUSTRALIA,Nov,South,8.0
2239,USA,Nov,North,8.0
2240,NEW CALEDONIA,Nov,South,8.0
2241,EL SALVADOR,Oct,North,8.0
2242,SOUTH AFRICA,Oct,South,7.0
2243,USA,Oct,North,7.0
2244,BRAZIL,Oct,South,6.0
2245,REUNION,Sep,South,6.0
2246,HONG KONG,Sep,South,6.0
2247,MEXICO,Sep,North,6.0
2248,USA,Sep,North,6.0
2249,AUSTRALIA,Sep,South,6.0
2250,AUSTRALIA,Sep,South,6.0
2251,HONG KONG,Sep,South,6.0
2252,USA,Aug,North,6.0
2253,HONG KONG,Aug,South,5.0
2254,SOMALIA,Aug,North,5.0
2255,AUSTRALIA,Aug,South,4.0
2256,BRAZIL,Aug,South,3.0
2257,USA,Aug,North,3.0
2258,JAPAN,Aug,North,3.0
2259,USA,Aug,North,3.0
2260,USA,Aug,North,3.0
2261,NEW CALEDONIA,Jul,South,3.0
2262,TONGA,Jul,South,2.0
2263,TONGA,Jun,South,2.0
2264,AUSTRALIA,Jun,South,2.0
2265,BRAZIL,Jun,South,1.0
2266,AUSTRALIA,Jun,South,1.0
2267,CARIBBEAN SEA,Jun,North,1.0
2268,USA,Jun,North,1.0
2269,SOMALIA,Jun,North,5.0
2270,USA,Jun,North,12.0
2271,USA,Jun,North,12.0
2272,USA,May,North,11.0
2273,USA,May,North,11.0
2274,USA,Apr,North,11.0
2275,USA,Mar,North,11.0
2276,FIJI,Mar,South,11.0
2277,USA,Mar,North,11.0
2278,USA,Mar,North,11.0
2279,USA,Mar,North,11.0
2280,USA,Mar,North,10.0
2281,USA,Feb,North,10.0
2282,AUSTRALIA,Feb,South,10.0
2283,BRAZIL,Feb,South,10.0
2284,AUSTRALIA,Jan,South,10.0
2285,BRAZIL,Jan,South,9.0
2286,USA,Jan,North,9.0
2287,USA,Jan,North,9.0
2289,USA,May,North,9.0
2292,USA,Dec,North,8.0
2293,USA,Dec,North,8.0
2294,USA,Nov,North,8.0
2295,USA,Nov,North,8.0
2296,USA,Nov,North,7.0
2297,USA,Nov,North,7.0
2298,BRAZIL,Nov,South,7.0
2299,BRAZIL,Nov,South,7.0
2300,BRAZIL,Nov,South,6.0
2301,REUNION,Nov,South,6.0
2302,VANUATU,Oct,South,6.0
2303,JAPAN,Oct,North,6.0
2304,REUNION,Oct,South,6.0
2305,USA,Oct,North,5.0
